"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"216",224,11527339234,257594245,"04/22/2020 02:32:16 PM","04/22/2020 02:44:07 PM","5b616c251957b60001e286fc",1,0,0,"biodiversity","A",7,13,0,"I used to work for a charity  and saw how useless it is to give to one: how much  get siphoned off into either  admin or corruption",0,10,2,13,10,2,3,"I'd want to know a lot more about it- especially the people who were directly running it","As above. I would be proactive and would never take at face value  information provided by the people who were advertising 'the pro duct'.  How about  the charity suggesting that?!",13,10,0,10,6,10,14,10,8,10,13,14,10,8,10,8,1,1,2,6,6,3,6,5,4,"Female",59.5,"Other (please specify)","irish","Higher degree","N6 6PU",3,"absent","biodiversity"
"217",225,11527338767,257594245,"04/22/2020 02:32:22 PM","04/22/2020 02:41:21 PM","5c296b31e9b1b20001b8ac77",0.0833333333333333,0.666666666666667,0.25,"es-global","E",14,15,10,"I would like to donate £10 to this charity as a one-off before deciding whether to continue donating on an on-going basis once I know more details and how much of a difference I can make. On the other hand, if this restoration is going to help the UK becoming safe from climate change and staying safe from potentially dangerous storms and floods then I would like to continue paying £2 a month for the cause.",0.8,18,15,15,8,8,20,"none","none",18,18,20,12,0,0,12,15,0,14,15,20,13,5,1,5,1,0,0,5,6,3,7,5,6,"Male",39.5,"Asian or Asian British","0","Higher degree","CR0 5LE",2,"absent","es-global"
"218",226,11527338723,257594245,"04/22/2020 02:32:18 PM","04/22/2020 02:44:12 PM","5c6fc42118508b0001e1e711",0.166666666666667,0.5,0.333333333333333,"es-global","E",20,20,100,"I would genuinely support this as not only is it essential for East Africa but also for everybody.  I also feel very drawn to preserving habitat for wildlife.",1,20,17,20,20,20,20,"None","None",20,20,20,20,0,0,20,20,6,20,0,20,20,0,15,0,0,0,0,2,6,3,7,4,5,"Female",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","NR29 4JD",4,"absent","es-global"
"219",227,11527338702,257594245,"04/22/2020 02:33:06 PM","04/22/2020 02:43:55 PM","5c67d319dcdfb700014b065f",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",20,20,100,"the rainforest plays a vital role in making our planet habitable",1,20,10,10,10,10,20,"none","none",20,20,20,10,0,10,5,10,10,15,0,20,20,0,3,0,0,0,0,5,6,4,5,6,6,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NR2 4DF",4,"absent","es-local"
"220",228,11527338692,257594245,"04/22/2020 02:31:32 PM","04/22/2020 02:58:45 PM","5e6f3121d618ce4f1e207112",0.25,0.25,0.5,"es-local","C",15,17,30,"I would donate as rainforests are important to the ecosystem and lives of many, e.g. indigenous Africans and animals.",0.15,15,18,18,15,4,10,"Yes, I have enough basic knowledge of the issues surrounding deforestation and the negative conseququences it has. ","Disclose information on admin costs and what percentage of your donations will be spent directly on the specific project.  ",16,12,15,13,6,14,2,5,5,20,0,15,15,8,3,0,1,0,0,3,6,2,2,6,5,"Male",29.5,"Asian or Asian British","0","Higher degree","SE2 9SZ",2,"absent","es-local"
"221",229,11527338088,257594245,"04/22/2020 02:31:54 PM","04/22/2020 02:54:06 PM","5e7e0f45244ff3041e644b89",0.166666666666667,0.566666666666667,0.266666666666667,"biodiversity","A",9,12,10,"It doesn't go into detail about where it is, or how the money donated will actually help the issues - but I would donate a little on the basis that it's helping endangered animals.",0.15,10,13,5,20,7,3,"It mentions specifically the animals that may benefit from the charity's work BUT does not specify what their activities are and how they actually link to restoring forests/supporting animals.","A brief explanation of their activities, perhaps some stats/facts on what they've already done and which areas they need to focus on/require more donations.",14,10,10,3,10,9,5,17,14,14,20,20,12,2,5,3,0,0,0,3,5,5,6,6,5,"Male",39.5,"Asian or Asian British","0","Undergraduate degree","TN24 0EG",3,"absent","biodiversity"
"222",230,11527337518,257594245,"04/22/2020 02:32:27 PM","04/22/2020 02:42:36 PM","5cd310705882710018e544b0",0.666666666666667,0.166666666666667,0.166666666666667,"es-global_nudge","F",10,12,5,"I thought the connection to floods etc in the UK was not strong. Although I agree with restoring forests, I did not like the direct connection to improvements in the UK.",0.05,10,3,3,20,6,13,"I am familiar with deforestation problems and the causes of climate change. ","The details of the national park. The details of the work planned.",12,7,5,10,4,13,12,20,5,20,18,18,18,0,0,0,0,0,0,7,5,5,5,7,5,"Male",59.5,"White or Caucasian","0","Undergraduate degree","RM1 2SR",5,"present","es-global"
"223",231,11527337394,257594245,"04/22/2020 02:32:40 PM","04/22/2020 02:39:36 PM","5c42e70dccacc10001ccf2f3",0.266666666666667,0.4,0.333333333333333,"es-local_nudge","D",14,15,10,"I would give what I could spare",0.5,15,12,11,13,10,14,"None","None",11,11,5,6,9,7,7,14,10,13,12,14,16,4,5,5,4,0,1,6,4,2,5,6,6,"Male",39.5,"White or Caucasian","0","Undergraduate degree","KY26GY",4,"present","es-local"
"224",232,11527335972,257594245,"04/22/2020 02:31:30 PM","04/22/2020 02:39:00 PM","5cc7443b836ddc0016fec706",0.333333333333333,0.5,0.166666666666667,"biodiversity","A",14,18,2,"Never heard of it before",0.1,0,0,0,20,0,10,"none","Who are  they? What have they done before? Is this really the most important?",13,5,1,0,20,20,10,20,0,15,10,14,10,10,10,6,0,0,0,6,5,1,5,6,4,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BR3 1PA",7,"absent","biodiversity"
"225",233,11527335590,257594245,"04/22/2020 02:31:51 PM","04/22/2020 02:43:19 PM","5c0c40015b32d500012ef32d",0,1,0,"biodiversity","A",0,10,0,"People in my country are on their knees at the moment. Any spare money I might have will go to people in my own country",0,0,0,0,14,0,10,"None","No",5,5,0,0,14,20,0,0,0,0,0,15,20,10,20,20,0,0,0,2,5,5,5,5,6,"Female",69.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","LS13 4AQ",2,"absent","biodiversity"
"226",234,11527334829,257594245,"04/22/2020 02:31:47 PM","04/22/2020 02:40:04 PM","5da6f72f153eda0016068ab7",0.166666666666667,0.666666666666667,0.166666666666667,"es-local_nudge","D",15,18,0,"I have very limited funds",0.1,5,1,2,10,2,9,"none","none",18,9,20,9,7,5,1,1,2,18,0,9,15,1,1,1,0,0,0,3,3,6,4,6,4,"Male",49.5,"White or Caucasian","0","Higher degree","CF5 2DP",10,"present","es-local"
"227",235,11527334765,257594245,"04/22/2020 02:31:48 PM","04/22/2020 02:40:27 PM","5e48116faeb5332af577312e",0.133333333333333,0.533333333333333,0.333333333333333,"biodiversity","A",14,16,10,"A worthy cause but I have other priorities ",0.05,13,5,10,10,1,7,"None","Who else is supporting this and to what extent",15,10,2,8,7,6,16,15,9,20,0,12,13,5,5,4,0,0,0,1,4,3,6,4,3,"Male",69.5,"White or Caucasian","0","Undergraduate degree","PR7 1RR",9,"absent","biodiversity"
"228",236,11527334518,257594245,"04/22/2020 02:31:12 PM","04/22/2020 02:40:57 PM","5d59991ea174350019405d9c",0.0333333333333333,0.933333333333333,0.0333333333333333,"es-global","E",13,19,0,"wont help the rainforests... corruption in charities & local env",0,12,16,0,20,0,12,"yes, corruption endemic in developing countries & charities in general","none",12,12,1,0,8,9,13,19,12,15,20,20,8,12,11,20,0,0,0,2,5,4,7,5,4,"Male",49.5,"White or Caucasian","0","Undergraduate degree","SW1Y 5AU",8,"absent","es-global"
"229",237,11527334051,257594245,"04/22/2020 02:31:35 PM","04/22/2020 02:48:10 PM","57b6e26a1836cb000137b5ba",0.0666666666666667,0.933333333333333,0,"biodiversity_nudge","B",15,16,10,"Every bit helps, but how is deforestation stopped ?",0.1,18,12,0,20,3,5,"Frompersonal knowledge it is very difficult to try and change what happens in Africa.  any resource which is deemed valuable will be use to earn money for the poorer inhabitants","yes, what exactly is going to be done to change things ?",18,12,20,5,10,9,12,8,5,15,20,12,15,11,13,13,0,0,0,1,4,6,2,4,6,"Female",69.5,"White or Caucasian","0","Undergraduate degree","TA14 6SS",6,"present","biodiversity"
"230",238,11527333468,257594245,"04/22/2020 02:31:15 PM","04/22/2020 02:37:46 PM","5ca9ea8aa3478d0001a47bd5",1,0,0,"biodiversity","A",20,20,50,"Wildlife is important to me",0.5,20,18,20,17,17,19,"Logging is really bad,so anything to restore it to what it once was is a good idea ","Rainforest",5,5,1,8,19,19,0,13,0,2,14,5,18,7,6,2,4,4,1,6,7,4,7,7,7,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","TQ12 1PU",4,"absent","biodiversity"
"231",239,11527332646,257594245,"04/22/2020 02:31:11 PM","04/22/2020 02:40:14 PM","5e3d71c28eb5270274d528b8",0.666666666666667,0.166666666666667,0.166666666666667,"es-local_nudge","D",20,20,10,"I would have given more as it is so important, but dont have much money",0.5,20,20,20,20,0,0,"After watching both Simon Reeve programmes and David Attenborough programmes i felt strongly about this issue, but would have to find out more about the initiative behind it.","yes, what is the initiative behind this advert and i would need transparency about where the funding would go.",16,11,10,20,6,3,4,10,0,10,20,20,20,0,0,0,8,0,0,1,7,7,7,7,7,"Female",69.5,"Mixed/Multiple ethnic groups","0","Higher degree","SY1 4SH",7,"present","es-local"
"232",240,11527332391,257594245,"04/22/2020 02:30:54 PM","04/22/2020 02:40:17 PM","56cb996cedf8da000b6e2402",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",20,20,5,"The rainforest is an important habitat",0.3,17,8,5,20,3,16,"Yes. I used what I know about the rate at which it is being deforested.","None",17,13,5,14,10,16,10,20,10,20,1,20,20,0,0,0,0,0,0,7,7,7,7,7,7,"Female",29.5,"White or Caucasian","0","Higher degree","AB25 3AH",2,"absent","biodiversity"
"233",241,11527332334,257594245,"04/22/2020 02:30:35 PM","04/22/2020 02:38:24 PM","5e85f20d0d7d0a1e32479ccb",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",15,20,5,"I think it is important to save animals from extinction.",0.1,20,10,0,20,0,15,"None","None",15,0,5,0,0,5,20,20,5,20,0,20,10,0,0,0,0,0,0,6,2,1,5,5,4,"Female",21,"White or Caucasian","0","Higher degree","WN5 0LR",1,"present","biodiversity"
"234",242,11527332297,257594245,"04/22/2020 02:30:51 PM","04/22/2020 02:40:34 PM","5e83b9e3e3a9da1163fdd0dc",0.333333333333333,0.666666666666667,0,"es-global_nudge","F",2,16,0,"We have so many local issues and are a small Island, those such as USA, China and Russia should cough up",0,0,0,0,11,0,0,"I know nothing of the organisation behind it, who / how the funds will be applied, also this is just applying a plaster to the issue of over logging - it also looks of low quality ","details of organisation  ",15,8,10,0,9,20,15,20,12,18,17,17,11,20,11,9,0,0,0,5,1,4,5,4,2,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","HA3 6DG",7,"present","es-global"
"235",243,11527331761,257594245,"04/22/2020 02:30:20 PM","04/22/2020 02:41:43 PM","5df0e4b46fa634011f5d018d",0.166666666666667,0.833333333333333,0,"es-local","C",13,14,0,"I only donate to local charities",0.2,10,5,7,8,6,11,"None","None ",14,14,10,8,7,17,11,13,4,11,5,10,10,11,10,8,1,0,0,2,4,3,4,3,3,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","WR4 9TR",1,"absent","es-local"
"236",244,11527330987,257594245,"04/22/2020 02:30:40 PM","04/22/2020 02:38:57 PM","5863ab01ac950900013dd9dd",0.166666666666667,0.416666666666667,0.416666666666667,"es-local_nudge","D",8,18,10,"While I'm all in favour of restoring a rainforest, it seems to me that that will happen of its own accord even if it's merely left to its own devices. Therefore, I donated money but not a lot.",0.1,10,4,12,20,5,5,"none","none",14,10,10,8,3,2,13,15,5,15,0,18,10,10,10,4,0,0,0,5,2,4,5,4,4,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","S14 1LH",1,"present","es-local"
"237",245,11527330951,257594245,"04/22/2020 02:30:39 PM","04/22/2020 02:40:02 PM","5c5cb335c378220001e5ed9b",0.5,0.333333333333333,0.166666666666667,"es-global","E",17,20,10,"It sounds like a worthwhile cause",0.1,20,16,10,20,5,20,"we hear an awful lot about our impact on the environment and that general information prompted my interest","none",15,10,1,20,2,10,5,8,0,8,0,17,20,0,0,0,0,0,0,6,5,7,7,7,5,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CM2 6HS",6,"absent","es-global"
"238",246,11527330426,257594245,"04/22/2020 02:30:45 PM","04/22/2020 02:35:25 PM","5c9ffacadae4e80017befac6",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",16,17,10,"i donate to other organisations  ",0,17,5,10,16,5,17,"none","none",15,14,10,12,8,6,5,6,4,6,4,14,15,1,10,6,0,0,0,2,4,3,6,3,4,"Male",49.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","TW208DP",8,"absent","es-global"
"239",247,11527330413,257594245,"04/22/2020 02:30:34 PM","04/22/2020 02:37:44 PM","5be373e07e3c9b0001c4d434",0.166666666666667,0.833333333333333,0,"biodiversity_nudge","B",12,14,20,"I believe in supporting this type of work ",0.2,13,12,7,11,13,13,"Yes I did","None ",13,8,50,13,5,7,13,12,13,8,12,8,8,10,13,10,8,2,4,5,6,6,5,4,4,"Male",39.5,"White or Caucasian","0","Higher degree","WN8 7NG",8,"present","biodiversity"
"240",248,11527330101,257594245,"04/22/2020 02:30:25 PM","04/22/2020 02:38:07 PM","596dbcf1d6c8550001484401",0.5,0.333333333333333,0.166666666666667,"biodiversity","A",16,19,5,"important to look after animals",0.25,12,10,5,16,13,6,"none","percentage of money raised going to the charity",16,16,5,13,2,14,12,8,7,7,2,19,12,3,8,5,2,0,0,3,5,6,5,5,5,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","DE7 4BW",9,"absent","biodiversity"
"241",249,11527329997,257594245,"04/22/2020 02:29:57 PM","04/22/2020 02:44:38 PM","5cb08b95600ba80012133399",0.25,0.5,0.25,"es-global","E",15,18,0,"I have other charities which I donate too and I feel projects like this should be government sponsored not up to the individual. even though I believe it needs to be done.",0.15,20,11,2,16,0,15,"Yes, I think if I hadn't known anything about global deforestation and the impact it has on the environment I would have been quite sceptical as to whether this was a valid charity","They should be more specific about which park it is so that people would be ore sure of the validity",19,19,10,11,5,8,18,20,5,20,0,20,4,2,5,0,0,0,0,3,3,1,5,1,3,"Female",69.5,"White or Caucasian","0","Undergraduate degree","NE65 9JW",9,"absent","es-global"
"242",250,11527329934,257594245,"04/22/2020 02:30:28 PM","04/22/2020 02:35:48 PM","5ac64d0b9534ba0001c74f5c",0.333333333333333,0.666666666666667,0,"es-global_nudge","F",13,16,10,"i do not feel that there is a direct link to the uk",0.1,12,6,5,16,12,7,"none","how are they restoring the rainforest ",12,9,5,12,8,8,5,8,8,9,7,11,12,8,12,5,0,0,0,6,6,2,6,5,6,"Female",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NR14 6SN",6,"present","es-global"
"243",251,11527329813,257594245,"04/22/2020 02:30:30 PM","04/22/2020 02:40:30 PM","5e5e7ad759df371a0962f255",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",13,13,100,"nature needs to be restored",0.33,13,5,1,17,3,6,"not sure how much money will actually be used for the purpose ... and how much will be used for salaries outside of target country ","none",15,15,5,11,10,17,0,20,0,9,12,14,13,4,4,5,4,4,4,3,7,7,7,7,7,"Male",49.5,"White or Caucasian","0","Higher degree","E1 8RL",7,"present","biodiversity"
"244",252,11527329753,257594245,"04/22/2020 02:29:35 PM","04/22/2020 02:46:09 PM","5793b19ac9abeb0001af4638",0.466666666666667,0.466666666666667,0.0666666666666667,"biodiversity_nudge","B",12,20,2,"I want to support it but have minimal income and savings which need to last me 9 years",0.2,10,0,6,20,0,15,"I'm aware that rainforests have been dwindling but believed it not possible to restore them. I had heard of logging to be a problem. I'm aware that many animal species face extinction as a result of human activity.","What is the perceived likelihood of a successful outcome and are the locals supportive of their efforts.",7,7,5,9,13,11,0,20,0,20,0,16,11,0,0,0,0,0,0,3,1,6,4,5,3,"Male",59.5,"White or Caucasian","0","Undergraduate degree","TW13 5HH",5,"present","biodiversity"
"245",253,11527329374,257594245,"04/22/2020 02:29:38 PM","04/22/2020 02:41:53 PM","5d0a5e869b4ee500013d5575",0.333333333333333,0.333333333333333,0.333333333333333,"es-local_nudge","D",15,17,10,"In these uncertain this is what i could afford otherwise if things were normal it would be more",1,15,11,12,6,10,16,"none","none",15,15,10,14,6,3,12,4,5,6,10,16,15,10,10,10,0,0,0,2,6,6,5,6,6,"Male",39.5,"White or Caucasian","0","Higher degree","PE1 5YD",1,"present","es-local"
"246",254,11527328867,257594245,"04/22/2020 02:30:12 PM","04/22/2020 02:35:56 PM","59d4fb316cc82800013e32d3",0.416666666666667,0.333333333333333,0.25,"biodiversity_nudge","B",4,14,0,"Have many other charities that Iwould rather support",0,10,1,3,19,2,0,"I am aware of issues surrounding the decline of the worlds rain forests leading and issues for wildlife","None",14,1,2,12,4,15,19,20,5,20,15,15,16,0,1,5,0,0,0,1,5,3,5,6,6,"Male",59.5,"White or Caucasian","0","Undergraduate degree","DH6 3GZ",3,"present","biodiversity"
"247",255,11527328685,257594245,"04/22/2020 02:30:09 PM","04/22/2020 02:36:08 PM","5772908d908f1d0001c38893",0,1,0,"biodiversity_nudge","B",1,10,0,"It's too vague",0,1,1,1,20,0,0,"None","None",10,10,0,0,20,20,20,19,0,20,20,20,10,0,0,0,0,0,0,4,5,5,6,4,4,"Female",39.5,"White or Caucasian","0","Undergraduate degree","SW12 0NX",7,"present","biodiversity"
"248",256,11527327843,257594245,"04/22/2020 02:29:43 PM","04/22/2020 02:39:38 PM","5e77733a2e31442cbf638265",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",13,20,5,"I've worked in East Africa and so I have some loyalty to the area.  ",0.05,12,3,6,18,2,4,"I did use existing knowledge.  I was also influenced [negatively] about the call to action.  There's a leap between people supporting environmental restoration in general and supporting this particular campaign.","Location, size, history, who the charity is, any links to web resources or social media.  It's all quite vague.",10,0,0,3,9,16,18,19,8,20,20,20,20,0,3,0,0,0,0,2,6,6,5,5,5,"Male",49.5,"White or Caucasian","0","Higher degree","NE25 8BL",4,"present","biodiversity"
"249",257,11527327767,257594245,"04/22/2020 02:29:29 PM","04/22/2020 02:39:02 PM","5df949516aab7c6d439e09e1",0,0.5,0.5,"biodiversity","A",8,15,0,"I only give to charities that support people",0,16,0,1,5,0,20,"None","None",17,11,5,10,4,7,3,13,1,19,1,20,17,1,1,1,0,0,0,4,2,4,7,6,6,"Female",59.5,"White or Caucasian","0","Undergraduate degree","E4 6DE",6,"absent","biodiversity"
"250",258,11527327360,257594245,"04/22/2020 02:29:37 PM","04/22/2020 02:39:12 PM","5df107f801423f000ddb0101",0.5,0.5,0,"es-local_nudge","D",19,20,50,"helping restore forest help to absorb CO2 and produce O2",0.5,20,18,16,19,15,5,"None","None",16,16,5,16,3,20,20,20,0,15,19,20,19,4,4,0,0,0,0,3,5,5,7,5,7,"Male",59.5,"White or Caucasian","0","Higher degree","DT9 4AT",7,"present","es-local"
"251",259,11527326868,257594245,"04/22/2020 02:29:25 PM","04/22/2020 02:39:31 PM","5c7da4066babcb000185028b",0.266666666666667,0.5,0.233333333333333,"es-global","E",16,19,5,"It's a good cause that affects everyone. However, the £5 donation represents my financial situation rather than anything else.",0.35,20,10,13,11,4,13,"I know the relative amount of areas destroyed by logging on a daily basis.","none",18,16,3,9,8,9,0,7,6,10,0,20,12,4,4,2,0,0,0,4,2,1,6,3,3,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PE6 0AJ",6,"absent","es-global"
"252",260,11527326576,257594245,"04/22/2020 02:29:25 PM","04/22/2020 02:37:46 PM","5d8f59c15231090015a7ae08",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",16,16,50,"Need to support this kind of charity",0.8,18,18,18,4,16,16,"None","None",17,15,10,18,4,5,16,12,12,3,13,17,16,6,5,1,8,13,13,5,5,7,7,5,5,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CV10 8HG",2,"present","es-global"
"253",261,11527326357,257594245,"04/22/2020 02:28:59 PM","04/22/2020 02:42:01 PM","5bfa91cf26e31d00010462ed",1,0,0,"biodiversity_nudge","B",11,17,1,"To help the environment ",0.1,11,1,0,19,1,2,"none","How much organisers of the charity earn. What percentage of the money donated actually ends up doing the actual restoration of the forest in africa.",14,9,1,11,17,20,19,20,19,20,0,17,15,0,3,0,1,0,0,7,5,6,5,5,5,"Male",59.5,"White or Caucasian","0","Undergraduate degree","M32 8FE",4,"present","biodiversity"
"254",262,11527326061,257594245,"04/22/2020 02:28:40 PM","04/22/2020 02:37:15 PM","5c897696146e370001e063c9",0.5,0.333333333333333,0.166666666666667,"es-global_nudge","F",15,20,10,"Rainforests are vital to the existence of the entire planet and we must do what we can to save them.",1,20,1,16,16,10,11,"In my owm personal and working i am quite aware of the importance of rainforests, the need to protect them and the purposes of carbon offsetting. ","How much of any donation actually goes to the charity. ",14,14,5,12,7,16,15,18,16,18,13,17,18,2,4,1,4,4,0,6,6,5,5,5,5,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","BT67 0EJ ",7,"present","es-global"
"255",263,11527325676,257594245,"04/22/2020 02:28:52 PM","04/22/2020 02:40:19 PM","5e861e3aad5d5a23ed166c23",0.166666666666667,0.5,0.333333333333333,"es-local_nudge","D",15,15,15,"This will help the wildlife as well as create income and assistance to the people in the area as well.  The rainforest will also help the world in a larger scale as well",0.25,20,10,20,15,10,5,"What rainforest destruction does to communities and the world, how it affects the environment, and knowing just how much of the world's rainforest have been destroyed","who is leading this project, what the scope is and how it would be kept going",12,12,10,15,10,14,15,20,13,20,20,20,15,4,3,3,0,0,0,2,6,4,6,4,4,"Female",29.5,"Asian or Asian British","0","Undergraduate degree","E1 4HN",2,"present","es-local"
"256",264,11527325349,257594245,"04/22/2020 02:28:47 PM","04/22/2020 02:40:23 PM","5dc7f4daa6eae358b81c34d9",0.166666666666667,0.5,0.333333333333333,"biodiversity","A",16,18,10,"I believe restoring natural habitat is vital to help with climate change.",0.5,18,15,12,18,10,12,"None","How much of my donation would go to the actual cause and not be tied up in admin costs! ",14,12,10,4,5,4,6,4,6,8,20,20,14,4,4,2,0,0,0,6,5,5,7,5,5,"Male",49.5,"White or Caucasian","0","Undergraduate degree","WF2 6NZ",9,"absent","biodiversity"
"257",265,11527325304,257594245,"04/22/2020 02:27:58 PM","04/22/2020 02:37:29 PM","5d59a10aa17f570017307126",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",18,19,10,"It is an important issue for me.",0.2,20,15,15,20,14,12,"Previous knowledge from visiting East Africa and reading up on deforestation globally.","The name of the charity",17,12,2,11,8,8,14,18,7,16,18,19,14,0,1,1,2,1,0,2,5,6,5,4,6,"Male",59.5,"White or Caucasian","0","Undergraduate degree","TD5 8QP",5,"present","biodiversity"
"258",266,11527325249,257594245,"04/22/2020 02:28:57 PM","04/22/2020 02:38:20 PM","5c18d25ce1246f0001806eb3",0.5,0.5,0,"es-global_nudge","F",15,20,100,"I feel the enviroment needs saving from ourselves",0.5,20,0,0,20,0,20,"None","None",15,15,20,20,5,20,14,15,10,14,20,20,0,0,0,0,0,0,0,5,3,3,7,3,3,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","DY31QG",3,"present","es-global"
"259",267,11527324402,257594245,"04/22/2020 02:28:15 PM","04/22/2020 02:39:11 PM","5bcac5754f22df00010ed7ee",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",20,20,5,"Good cause that may struggle to get funding elsewhere",0.2,20,2,4,12,0,6,"General knowledge that deforestation is an issue","link to more detail on how they intend to achieve the aim, how much of donated money actually arrives to directly aid the project etc",17,14,2,12,1,4,16,20,10,20,0,16,17,0,0,0,0,0,0,3,6,3,5,2,6,"Male",49.5,"White or Caucasian","0","Higher degree","BA22 8SF",10,"absent","es-local"
"260",268,11527324291,257594245,"04/22/2020 02:28:16 PM","04/22/2020 02:39:16 PM","5cf4dfa4a602eb001be2e8c5",0.25,0.333333333333333,0.416666666666667,"es-global_nudge","F",18,17,3,"Restoring the rainforest seems very important to the whole of humankind",0.3,10,13,6,14,13,10,"I'm aware of the destruction of rainforests in other parts of the world","An ad is limited in the infomration it can give.  A website link would be good",14,15,1,10,7,6,2,15,1,14,3,17,10,6,6,5,0,0,0,3,5,5,7,5,6,"Female",69.5,"White or Caucasian","0","Higher degree","PA23 8RX",4,"present","es-global"
"261",269,11527323535,257594245,"04/22/2020 02:28:22 PM","04/22/2020 02:42:15 PM","58bd6fb131de840001e84778",0.5,0.5,0,"es-global_nudge","F",16,19,2,"the loggers should restore the area",0.2,13,3,10,18,5,9,"none","what about the logging companies and their part?",19,13,5,6,6,6,17,18,12,14,1,14,14,6,6,6,0,0,0,1,3,6,7,4,4,"Male",69.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NG9 6LQ",10,"present","es-global"
"263",271,11527323161,257594245,"04/22/2020 02:28:04 PM","04/22/2020 02:39:45 PM","5e21a211061ea84908aaf512",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,20,50,"I have 3 daughters - the youngest is 13 and a 2 yr old granddaughter.  They all have the right to live a long and healthy life on a safe and caring world.  Just one rainforest has a big impact on the environment in terms of oxygen, animals and humans.",0.5,20,16,2,8,0,15,"My youngest daughter, 13, did a school project on the rain forests and the environment with a focus on the imapct of logging.  ","None.",10,10,10,15,2,15,16,20,6,18,0,20,18,0,2,0,0,0,0,6,6,3,5,5,1,"Male",49.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","M34 2JJ",8,"present","es-global"
"264",272,11527321775,257594245,"04/22/2020 02:28:15 PM","04/22/2020 02:38:13 PM","5e5f96a3394d082dd45cbd01",0.666666666666667,0.166666666666667,0.166666666666667,"es-local","C",17,20,0,"I do not donate regularly.",1,17,13,16,12,6,14,"none","none",17,15,5,15,3,20,13,6,12,13,16,13,18,4,4,0,1,0,0,7,5,4,5,2,6,"Male",21,"Mixed/Multiple ethnic groups","0","O-level/GCSE or equivalent including vocational equivalents","SN21BD",3,"absent","es-local"
"265",273,11527321422,257594245,"04/22/2020 02:27:46 PM","04/22/2020 02:45:06 PM","5d2e3cdf6835130001aa16f0",0.0666666666666667,0.866666666666667,0.0666666666666667,"es-global","E",10,12,1,"although I see the benefits to the world in the long term future my main concerns are for things that can benefit people in faster terms that are needed by people in desperate straits today",0.005,1,0,0,14,3,6,"Yes, used knowledge from several sources as this has been a subject on the curriculum of schools ! have taught at.","area of land talked about made more specific and time scales of project.",14,13,5,10,10,5,7,10,1,10,12,15,14,3,7,3,2,0,0,6,4,6,5,5,6,"Female",59.5,"White or Caucasian","0","Undergraduate degree","SO30 2AS",10,"absent","es-global"
